,id,ad_creative_body,Typology 1,Typology 2,Typology 3,Typology 4
219,id260173278770038,"Instead of helping families, jobs and small businesses, Ballot Measure 1 will give politicians a blank check with no guarantee of results. It's the wrong plan at the wrong time.",CA,CB,,
220,id261650125257343,"Huge news! ANCSA Regional Association, Arctic Slope Regional Corporation, Bristol Bay Native Corporation, Calista Corporation, Doyon, Limited, and Koniag have joined us in opposition of Ballot Measure 1, as they believe its impacts would be harmful to our great state.",,,,
221,id1025599467861326,"ANSEP provides opportunities for Alaska Native students to pursue careers in science and engineering in Alaska. By voting No on Ballot Measure 1, we can ensure the industry will be able to continue supplying jobs for these students for generations to come.",CA,CB,,
222,id651655942203623,"""How would Ballot Measure 1 affect me?"" That's a question we hear a lot, so we've created a video that helps explain the potential impact it could have on Alaskans and the state if it passes.",CA,CB,,
223,id717935919067244,"""This ballot measure is a vicious and dangerous attack on Alaska’s economy, on our way of life and our economic future."" Joe Schierhorn and Jim Jansen, the co-chairmen of KEEP Alaska Competitive, share why it's so important to Vote No on 1 on November 3rd in a recent Fairbanks Daily News-Miner op-ed.

http://www.newsminer.com/opinion/community_perspectives/ballot-measure-1-is-an-attack-on-alaska-not-an-oil-company-battle/article_e1dfdf78-0391-11eb-9ea7-2789ef871351.html",CA,PA,,
224,id380447839794988,"Proponents of Ballot Measure 1 say it would have NO impacts on oil and gas in Alaska. That's just not true. A study by IHS Markit found that if Ballot Measure 1 passes, our fiscal system would immediately become one of the LEAST competitive in the U.S.

https://www.commonwealthnorth.org/events/#!event/2020/9/2/alaska-apos-s-competitiveness-in-oil-and-gas-markets",CA,,,
225,id364246318262725,These unions from around the state agree: Ballot Measure 1 is bad for Alaska. That's why each has joined OneALASKA in Voting No on 1.,CA,CB,,
226,id2958281227607338,"Ballot Measure 1 is opposed by a broad coalition of Alaskans, including U.S. Senator Lisa Murkowski, who recognize the risk that it holds to Alaska's future and our jobs. Join Murkowski in Voting No on 1 on November 3rd.",CB,,,
227,id263011221678036,"Ballot Measure 1 is opposed by a broad coalition of Alaskans, including U.S. Senator Lisa Murkowski, who recognize the risk that it holds to Alaska's future and our jobs. Join Murkowski in Voting No on 1.",CB,,,
228,id1318714548469663,Ballot Measure 1 is risky and reckless. That's what happens when complex policy is written by a small private group behind closed doors with no public input. Vote No on 1 on November 3rd.,,,,
229,id958200448007225,"Matt Tomter of Matanuska Brewing Co. knows small businesses rely on a stable economy. That's why he believes now is not the time to raise taxes on the oil industry or any business, and why he's voting no on 1.",CA,CB,,
230,id650904672507461,"Alaskans deserve the truth about Ballot Measure 1. Don't be fooled, because it's bad for jobs and bad for our economy. Vote No on 1 on November 3rd.",CA,CB,,
231,id1996854540450229,"You've probably heard of Ballot Measure 1, but did you know it means bigger government, not bigger PFDs? You can stop that from happening by voting no on 1 on November 3rd.",,,,
232,id1237935376569383,"A healthy oil industry supports jobs now and for the next generation, and ballot measure 1 puts Alaska's future in danger. That's why David Evans is voting no on 1 on November 3rd.",CA,CB,,
233,id994784111037431,"Raising taxes now on any business, even oil companies, will hurt our economy and jobs. That's why Montana Creek Campground's Joe Mathis is Voting No on 1.",CA,CB,,
234,id2470065036619706,"Ballot Measure 1 is risky and reckless, and that's what happens when complex policy is written by a small private group behind closed doors with no public input. Vote No on 1 on November 3rd.",,,,
235,id318938289198193,"Teamster jobs are tied to our economy and our oil industry, and Ballot Measure 1 means fewer jobs for all of Alaska. That's why Eileen Whitmer, the President of Teamsters Local 959 in Fairbanks, is voting no on 1.",CA,CB,,
236,id367142700974341,Did you know that oil production revenue is the backbone of the Alaska Permanent Fund? Learn how it works in this explainer video.,CA,,,
237,id355095305678051,"What a turnout last night! Thanks to everyone who joined us for sign waving, as we let Anchorage know how important it is to Vote No on 1!",,,,
238,id347320609964830,"Over 350 Alaska businesses, organizations, unions and trade groups have joined the OneALASKA coalition in our fight against Ballot Measure 1 already. Have you joined yet? If not, join today on our website!

https://www.onealaska.com/coalition",,,,
239,id318043119437419,"What do the Alaska Chamber, Anchorage Chamber of Commerce, Greater Fairbanks Chamber of Commerce and five other chambers from around the state have in common? They're all part of the OneALASKA coalition, as each of them opposes Ballot Measure 1. You can see our coalition of more than 350 local businesses, organizations and labor unions here: 

https://www.onealaska.com/onealaska-coalition",CA,,,
240,id637181850334545,"""Alaska doesn’t make money on taxing oil; it makes money on producing oil."" That's what Sam Moore shared in a recent op-ed for the Anchorage Press, as he writes about the risk connected to Ballot Measure 1.

https://www.anchoragepress.com/columnists/alaska-doesn-t-make-money-on-taxing-oil-it-makes-money-on-producing-oil/article_b16fe4be-d123-11ea-9b6e-6f2dbdb401a8.html",CA,,,
241,id725786511302968,"Help protect Alaska's jobs, economy and future by liking OneALASKA and voting no on Ballot Measure 1 on November 3rd.",CA,CB,,
242,id3069794183119452,"Ballot Measure 1 means fewer opportunities for all of Alaska. That's why Eileen Whitmer, the President of Teamsters Local 959 in Fairbanks, is voting no on 1.",CB,,,
243,id342636883570060,We need a healthy oil and gas industry to get back to normal and heading towards a bright future for Alaska. That's a big part of the reason Chelsea Pohland from Shampoo Etc. is voting no on one.,CA,,,
244,id718169795628041,"How might ballot measure 1 affect you if it's passed? Find out in this explainer video, and then remember to Vote No on One on November 3rd.",CA,CB,,
245,id1149070062141053,"Want to help us protect Alaska's jobs, economy and future? You can by liking OneALASKA and learning more about what we stand for.",CA,CB,,
246,id727300978094940,"A healthy oil industry supports jobs and now and for the next generation, and ballot measure 1 puts Alaska's future in danger. That's why David Evans is voting no on one on November 3rd.",CA,CB,,
247,id2722362144713440,Alaska's oil and gas industry is our state's single largest economic engine. Watch this bite-sized video to learn how direct oil and gas industry jobs ripple throughout the Last Frontier.,CA,CB,,
248,id2777101902396014,"🚨 Big signs alert! 🚨 Our biggest signs are showing up around the state, and they're looking good. Want to request one, or OneALASKA stickers, magnets and yard signs? Visit our website and request them today! 

https://www.onealaska.com/materials",,,,
249,id998294133941082,"""A stable oil industry supporting local jobs and businesses is vital, especially today."" That's why Captain Bob Candopolous of Saltwater Safari is going to Vote No on One.",CA,CB,,
250,id332410397759958,The oil and gas industry is the backbone of the Alaska Permanent Fund. Learn how it works in this explainer video.,CA,,,
251,id4103971043008160,"For an Alaska business like Saltwater Safari, having a stable oil industry is vital to your success. That's one of the many reasons Captain Bob Candopolous is going to Vote No on One.",CA,CB,,
252,id268265971110091,"For an Alaska business like Saltwater Safari, having a stable oil industry is vital to success. That's one of the many reasons Captain Bob Candopolous is going to Vote No on One.",CA,CB,,
253,id687059385407139,"Matt Tomter of Matanuska Brewing Co. knows small businesses rely on a stable economy. That's why he believes now is not the time to raise taxes on the oil industry or any business, as that will just put our economy and jobs even more at risk.",CA,CB,,
254,id271265270980177,Want to stay up to date with everything we're doing to oppose the upcoming oil tax ballot measure? Sign up for our email newsletter!,,,,
255,id2677952755865138,"Genevieve Bell of Flowline Alaska is all about taking care of her employees, and she believes now is not the time to raise taxes on the oil industry or any business, as that will just put our economy and jobs even more at risk.",CA,CB,,
256,id552449875689383,"Alaska's small businesses depend on a stable economy, and with current challenges already impacting that, now is not the time to raise taxes on the oil industry or any business. Higher taxes will put our economy and jobs even more at risk.",CA,CB,,
257,id240225267420858,"Alaska's small businesses depend on a stable economy, and with current challenges already impacting that, now is not the time to raise taxes on the oil industry or any industry, as that just puts the economy at greater risk.",CA,CB,,
258,id234940244505867,"Want to help us stand up against the upcoming oil tax ballot measure? Become part of OneALASKA by joining our coalition either with your small business or yourself as an individual! 

https://www.onealaska.com/joinus",,,,
259,id576885502928829,"Consider the facts about Alaska and the impact the oil and gas industry has on the state. When you do, it becomes clear: the industry is important to Alaska and Alaskans.",CA,CB,,
260,id514144516161707,"Why are you part of OneALASKA? Share your story in the comments or by submitting it on our site and you could be featured on our page!

https://www.onealaska.com/standing-together",,,,
261,id227061558350494,LIKE if you support Alaska oil & gas jobs!,CB,,,
262,id1089238204802585,LIKE if you agree oil and gas companies support Alaska small businesses!,CA,CB,,
263,id549899365652620,LIKE if you support oil & gas jobs in Alaska!,CB,,,
264,id515752612441798,LIKE OneALASKA if you support jobs for Alaskans!,CB,,,
265,id543337706311577,"Want to help us protect Alaska's jobs, economy and future? You can by liking OneALASKA and learning more about what we're standing for.",CA,CB,,
266,id629463004280543,Alaskans will decide an issue this year that affects Alaska's economic future. Everyone needs to consider the facts before deciding where they stand.,CA,CB,,
267,id260136208515435,"Did you know that natural gas delivers reliable, affordable energy while supporting your clean energy future?",GC,PA,,
268,id246785359974259,"Your clean energy future is here with today’s natural gas—supporting the growth of wind, solar, and renewable natural gas.",GC,PA,,
269,id3365676260188589,"There is no doubt that fracking has transformed our world and has allowed companies to produce more oil and natural gas than ever before. 

But what would happen if there was a ban on the activity?",SA,PA,GC,PB
270,id332121254507912,Pipelines are the safest and most efficient method of transporting the oil and natural gas that we rely on every day. But what if there were no pipelines...,PA,GA,SA,
271,id2685590275046080,Enter now to win the perfect Christmas gift–a free Yeti Roadie cooler–and support Texas oil and natural gas!,,,,
272,id316709392883538,Enter now to win a free Yeti cooler and support Texas oil and natural gas!,,,,
273,id616873279029346,🗣Enter now to win a free Yeti cooler and support Texas oil and natural gas!,,,,
274,id223630798896724,"With more women than ever before choosing careers in oil and natural gas, this may be the new face of oilfield roughnecks.",CB,,,
275,id294094771819159,"In recent years, 46% of new jobs in the oil and natural gas industry went to women, and that number is only expected to increase.",CB,,,
276,id289378232348694,We want to hear from you! Let us know why you support oil and natural!,,,,
277,id636185513770846,"Pipelines are treated with a special coating that is resistant to high temperatures and protects the pipe from corrosion, providing a safe and efficient mode of transportation for Texas energy resources.",PA,,,
278,id201577261232278,Rigorous pipeline safety programs and oversight ensure the safe and reliable transportation and delivery of natural gas across the state.,PA,,,
279,id338212380523776,"The U.S. Pipeline Safety and Hazardous Material Administration (PHMSA) issues minimum safety standards for the design, construction, inspection and operation of natural gas pipelines.",PA,,,
280,id211699609973645,We've just taken off flying a banner around the Permian Basin to thank essential oil and gas workers! Look up and see the names of Texans that support this critical work.,,,,
281,id263623098258665,"Conservation and energy production are not mutually exclusive, and Texas' oil and natural gas industry is taking action to ensure that our state's species and habitats are not adversely affected.",CA,PA,GA,
282,id190988865596772,"Tune in FRIDAY at 4:30pm to our panel conversation on being pro-environment and pro-industry with Benji Backer, President of American Conservation Coalition (ACC), and Matthew Wiltshire, an ACC member and the President of Houston Young Republicans. Both share their unique perspectives on embracing energy while advancing environmental causes.",,,,
283,id955101764944511,"The last few months have proven to be some of the most challenging times we have faced as a nation. Fortunately, the oil and natural gas industry in Texas has stepped up to provide critical assistance to those in need across our state and beyond.",CA,,,
284,id534907323873423,The city of Dallas MUST accept natural gas as a safe and affordable form of energy.,PA,GC,,
285,id274528943700577,"Did you know? By switching from coal to cleaner-burning natural gas for power generation, the United States prevented 2.8 billion metric tons of CO2 emissions between 2005 and 2018. The CECAP is wanting to phase out natural gas.",GC,,,
286,id697863240790368,"Natural gas accounts for nearly 45 percent of the state of Texas’ fuel mix. With the CECAP looking to phase out this source of energy, what would happen to the hundreds of thousands of Texans who rely on natural gas?",PA,,,
287,id2614527498648708,"From production to pipelines and exports to energy policy, we have the experts ready to answer your questions about anything related to oil and natural gas.",,,,
288,id262955001562109,Pipelines are dated at the time they are manufactured and coated with a protective layer.,PA,,,
289,id564641491118832,Don’t judge a pipe by its date or a book by it's cover. Learn more about how pipelines are dated.,PA,,,
290,id3150732998356562,"Pipeline coatings protect pipe from external factors like high stress, UV light and even in the Texas heat.",PA,,,
291,id4460687663956633,Did you know? Pipelines are treated with a special coating – like Fusion Bonded Epoxy – which is resistant to high temperatures and protects the pipe from corrosion.,PA,,,
292,id180917546410814,Pipelines in the Permian Basin play a crucial role in ensuring the safe and efficient delivery of the energy we use every day.,PA,,,
293,id650486332178382,"As we transition to natural gas as our energy source, pipelines continue to be the most environmentally friendly option.",PA,,,
294,id256638405482067,More pipelines in the Permian Basin means less CO2 and other greenhouse gas emissions.,GA,,,
295,id540907793508508,Pipelines are the safest and most efficient way to transport oil and natural gas.,PA,,,
296,id509377423091708,"We are Texans from all across the state who support oil and natural gas. 

Thank you for your continued support!",,,,
297,id199935984640691,Want to have a chance every single month to win a free oil & gas prize? Join our Facebook group to enter our monthly contests!,,,,
298,id613743792507765,"There’s an online community of like-minded Texans for oil & natural gas waiting for you! Join us today for group discussion, giveaways for special prizes and more!",,,,
299,id1087467084986168,Want to enter into a contest to get a FREE prize from us every month? Join our Facebook Group today! The official TNG Facebook group is the only way to enter into these exclusive giveaways!,,,,
300,id216377449479329,"Hear directly from those who have worked and benefited from the natural resources available in the Permian Basin in episode one of our new series, Voices of Texas Oil below ⬇️",SA,CB,CA,
301,id3127849910579872,"Pipelines are good for the Texas economy and have a 99.999% safety record. Sign the pledge, support the Permian Highway Pipeline.",CA,CB,PA,
302,id473918299970399,"Pipelines are good for the Texas economy, improve air quality, and have a 99.999% safety record. Sign the pledge, support the Permian Highway Pipeline.",CA,CB,PA,
303,id1037807713242629,"🚨ATTENTION PIPELINE SUPPORTER 🚨
We need your help to combat fake news being spread about the Permian Highway Pipeline. Can you help out? If so, click Send Message below and help support the Texas economy.",,,,
304,id114252370013314,"🚨ATTENTION PIPELINE SUPPORTER 🚨
We need your help to combat fake news being spread about the Permian Highway Pipeline. Are you willing to write a letter to the editor? If so, click Send Message below and help support the Texas economy.",,,,
305,id1544773085674283,"🚨ATTENTION PIPELINE SUPPORTER 🚨
We need your help to combat fake news being spread about the Permian Highway Pipeline. Are you willing to attend an in-person event? If so, click Send Message below and help support the Texas economy.",,,,
306,id573113716575978,ATTENTION HAYS COUNTY: Don't let your County officials block pipeline construction in Texas! Click below to send your County officials an email and show that you support Texas pipelines!,,,,
307,id509552129667940,🚨HAYS COUNTY🚨: Your County officials are considering using taxpayer dollars to fund a lawsuit aiming to block the Permian Highway Pipeline! Send your officials an email today to tell them you support Texas pipelines and all the benefits they bring!,,,,
308,id465007054147739,"Introducing… THE CRUDE CREW! Keeping the world moving using the power of oil & natural gas, especially your friends with electric cars! Watch their new commercial now:",PA,,,
309,id467056344269251,The Transportation & Climate Initiative will help reduce NY’s #1 source of emissions – and let the economy thrive.,GA,,,
310,id343908773386168,Read our op-ed in The Providence Journal on how #TCI protects the economy and the environment at the same time.,GA,,,
311,id310254166943926,Businesses agree: PA doesn’t have to choose between the environment and economy. RGGI solves for both.,GA,,,
312,id326831498645079,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for NY.",GA,,,
313,id770533327056555,TCI is a carbon price on transportation. It’s a smart way to grow the economy and reduce emissions at the same time.,GA,,,
314,id1008153822931420,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for NJ.",GA,,,
315,id629296714279418,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for VA.",GA,,,
316,id2726370844289573,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for MA.",GA,,,
317,id377806390064404,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for CT.",GA,,,
318,id403670507300840,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for RI.",GA,,,
319,id361394491907894,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for MD.",GA,,,
320,id362885731756603,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for DE.",GA,,,
321,id327792575094720,"Why advocate for carbon pricing? Because it’s good for the people of Illinois, good for business, and good for the planet.",GA,,,
322,id353022199070989,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs DE needs right now.",GA,,,
323,id1243820179330687,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs MD needs right now.",GA,,,
324,id3874846962544318,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs RI needs right now.",GA,,,
325,id789875238444403,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs MA needs right now.",GA,,,
326,id826527204822223,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs CT needs right now.",GA,,,
327,id431157951179851,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs NJ needs right now.",GA,,,
328,id357722765319809,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs VA needs right now.",GA,,,
329,id316962216270055,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs NY needs right now.",GA,,,
330,id250728292602450,"America needs a model for carbon pricing. It can start in VA. Let’s
make the Transportation and Climate Initiative law.",GA,,,
331,id513048996021706,America needs a model for carbon pricing. It can start in CT. Read our op-ed.,GA,,,
332,id227537708427665,America needs a model for carbon pricing. PA can help. Read our op-ed on the Regional Greenhouse Gas Initiative.,GA,,,
333,id348122299618841,Your vote can help support American energy. Visit our Election Resource Center to learn more.,,,,
334,id1145754352487646,This election year is critical to the future of American energy. We need your vote.,,,,
335,id3391213654291530,This is a consequential election for our industry’s future. Vote to keep America energy strong.,,,,
336,id469940933964030,"With BP leaving Alaska fresh in his mind, Liam Zsolt of ASRC Energy Services asks himself if taxes really have the ability to incentivize development activities. Read more: https://bit.ly/3lMb4yT",,,,
337,id355114439257487,"Alaska early voting has begun, and your vote matters! Visit our Election Resource Center to find the necessary information to make your voice heard.
https://powerincooperation.com/election2020/",,,,
338,id693320537953473,"An independent economic analysis of Ballot Measure 1 concluded it is likely to have a devastating impact on oil and gas investment in Alaska at current prices, and is unsustainable in the long term. Learn more:  
https://bit.ly/2ZOg3GV",CA,,,
339,id713329669265582,"The absentee ballot request deadline for New Mexico is October 20th. We need your vote to retain oil and natural gas jobs in New Mexico. If you cannot be at your polling place on Election Day, don’t miss out and request your absentee ballot today at: https://www.voteforjobsnm.org/",CB,,,
340,id910368106038399,"Alaska early voting begins today, and your vote matters! Visit our Election Resource Center to find the necessary information to make your voice heard.

https://powerincooperation.com/election2020/",,,,
341,id397034774788260,Increasing production taxes up to 300% makes Alaska less competitive and puts jobs in jeopardy.,CA,CB,,
342,id1044771825965388,Ballot measure 1 is a threat to Alaska’s economy.,CA,,,
343,id715966085794695,"In times of economic uncertainty, we must put Alaska first – Join Us",CA,,,
344,id2810830062479037,We need a stable economic future for Alaska – Join Now,CA,,,
345,id1015561975576066,"Early votes cast between Oct. 19 and Oct. 29 will be counted on election night. Have you voted yet? Visit our Election Center to get all the information you need to make your voice heard.

https://powerincooperation.com/election2020/",,,,
346,id782316205886820,"An independent economic study commissioned by the ANCSA Regional Association found that if Ballot Measure 1 is enacted, the resulting reduced investment would risk the jobs of over 6,300 workers directly and indirectly employed by oil producers. Read the study here: https://bit.ly/2GYLUhy",CB,,,
347,id1060400521057711,The natural gas and oil industry is vital to our country and our economy. Register to learn more about the importance of American energy: www.powerincooperation.com,CA,SA,,
348,id883745445492948,"Charlie Paskvan stands with the majority of Alaskans who support our oil and gas industry and want to see it prosper and grow. Join him in voting no on Ballot Measure 1.
https://bit.ly/3iF1ZHl",,,,
349,id364989351526437,"Recent polling shows bipartisan support for domestic energy development and its potential to create jobs, reduce household costs and strengthen national security. Learn more: https://bit.ly/3jAlelE",CB,SA,PA,
350,id791733214985446,"According to former Commissioner of Revenue Bill Corbus, Ballot Measure 1 would create a roadblock to Alaska’s economic recovery. Read about why now is the wrong time to raise taxes on any part of our economy. 

https://bit.ly/2HaSZvC",CA,,,
351,id1211893755843373,"A ban on federal leases could result in an increase in coal consumption. Instead of decreasing emissions, analysis shows the ban would result in an INCREASE in CO₂ emissions.",GC,,,
352,id405024703823320,"A federal leasing ban could cause a ripple effect hindering economic growth, costing American jobs and harming American families. Join us in fighting for America’s economic recovery.",CA,CB,,
353,id1012611145833121,Don’t miss your registration deadline for your county. Cast you vote for energy. Visit https://www.voteforjobsnm.org for voting information for all 33 New Mexico counties.,,,,
354,id341700833566285,"Alaska’s voter registration deadline for the upcoming election is Sunday, October 4. Visit our resource center to make sure you are registered and your voice is heard.

https://powerincooperation.com/election2020/",,,,
355,id1028879944222369,"Alaskans are being asked to decide tax policy via a 349-word ballot question. No legislative oversight. No debate. No discussion. Read how the proponents of the ballot measure are putting Alaska’s fiscal future in jeopardy. 

https://bit.ly/3iG1Raq",,,,
356,id1483897718466032,"Small businesses rely on oil and gas investments. See how implementing Ballot Measure 1 could significantly impact small businesses like the lodge owned by Jill Schaefer and her husband: 

https://www.peninsulaclarion.com/opinion/voices-of-the-peninsula-small-businesses-rely-on-oil-gas-investments/",CA,,,
357,id748905075687838,"Retired reservoir engineer Frank Paskvan highlights why ballot measure 1 would be bad for oil production.

http://www.newsminer.com/opinion/community_perspectives/proposed-oil-tax-change-would-harm-prudhoe-oil-production-shorten-field-life/article_39e9d3bc-ad30-11ea-a67b-17d40c882615.html",,,,
358,id3428727603872210,"Do you know the absentee ballot deadline for your state? Visit our election resource page to learn more:

https://bit.ly/2XzWGAq",,,,
359,id254435079229130,"Independent economist Roger Marks examines the difference between Alaska and Texas, and the consequences of “all or nothing” lawmaking. Learn more:

 https://bit.ly/2FA0Ke7",,,,
360,id2957390074361736,"A ban on federal leases could threaten American energy security, derailing U.S. progress and forcing us to rely on foreign sources. Let’s keep American energy jobs.",SA,CB,,
361,id331028058128329,Does your state allow for early voting? Visit our election resource page to learn more: https://bit.ly/2XzWGAq,,,,
362,id962794714217817,Did you know it's National Voter Registration Day? Watch this video to see why every vote matters!,,,,
363,id971291620006809,Pledge to vote: The oil and natural gas industry is on the ballot and New Mexico’s economic future is at stake. Visit www.voteforjobsnm.org to learn more.,CA,,,
364,id3616265251739955,Pledge to vote to save New Mexico’s oil and gas industry this election. A vote for jobs is a vote for a stronger economy and a brighter future for New Mexico. Visit www.voteforjobsnm.org to learn more.,CA,CB,,
365,id346127053417468,Get involved in the 2020 election to ensure we’re electing leaders who understand the industry is critical to paving the way for economic recovery. Visit our election resource page to get to know your candidates before you vote: https://bit.ly/30Q348T,CA,,,
366,id328077624981272,"“It’s really important to have a healthy oil and gas industry in Alaska,” Schaefer said. “That really reflects to a healthy economy and Alaska, because it is so vital to Alaskans.”

Read more about what was discussed at the Kenai and Soldotna Chambers of Commerce joint luncheon: https://www.peninsulaclarion.com/news/oil-initiative-on-agenda-as-chambers-reconvene/",CA,,,
367,id633910414195877,"According to economist Barbara Haney, a yes vote on Ballot Measure 1 would be like driving a ship into the eye of a storm.

Read more about the economic impacts Ballot Measure 1 could have on the Alaskan economy: https://www.juneauempire.com/opinion/opinion-ballot-measure-1-would-be-deleterious-to-alaskas-future/",CA,,,
368,id315730226347292,"‘Fair Share’ organizers will weather the economic storm. Alaskans may not.

Learn more about the impact Ballot Measure 1 could have on Alaska and its communities: https://www.alaskajournal.com/2020-07-22/guest-commentary-%E2%80%98fair-share%E2%80%99-organizers-will-weather-economic-storm-alaskans-may-not",,,,
369,id324073268711119,We’re one Alaska – Join Now,CA,,,
370,id319669832675371,Do you believe that a better future for Alaska starts with protecting our most important industry today?,,,,
371,id4637305066311467,ConocoPhillips is providing communities and front-line personnel COVID-19 support around the world. Learn more about ConocoPhillips’ pandemic response: https://bit.ly/2Z0YQsr,CA,,,
372,id3166353410126711,ConocoPhillips has a deep commitment to sustainability across the globe. Because we all have a vested interest in the future. Learn More:,GA,,,
373,id626313448271503,Let’s make sure candidates know the natural gas and oil industry is essential to our country’s economic recovery. Visit our election resource page to stay up to date with the election process: https://bit.ly/30Q348T,CA,,,
374,id229981444875262,"Throughout this pandemic, our core values have sustained us. See how the employees at ConocoPhillips are getting the job done in providing aid to COVID-19 relief.

https://bit.ly/2Z0YQsr",CA,,,
375,id1186261965088339,"We stand together with Alaskans who support a full Permanent Fund dividend. Find out how Ballot Measure 1 stands to threaten the PFD. 

https://bit.ly/2DzT6im

Paid for by ConocoPhillips.",CA,,,
376,id319568592571812,"“People say this is an oil company issue. It’s not. It’s an Alaska issue.”

Read more about the negative impact Ballot Measure 1 will have on the future of our state: https://bit.ly/2VxXipb

Paid for by ConocoPhillips.",,,,
377,id381933229453101,"The supporters of the Fair Share Act are deceiving Alaskans: https://bit.ly/2OlHHoy

Paid for by ConocoPhillips.",,,,
378,id910435066028728,"Independent economist Roger Marks says problematic accounting in Ballot Measure 1 could make Alaska dangerously noncompetitive. 

Read more about the significant impacts it would have on Alaska:
https://www.adn.com/opinions/2020/05/28/taking-stock-of-oil-taxes/

Paid for by ConocoPhillips.",,,,
379,id289670355698596,The tax initiative stands in stark contrast to the vision of a stable future for Alaska.,CA,CB,,
380,id335447807498888,An up to 300% increase in production taxes is not sustainable and makes Alaska less competitive.,,,,
381,id688411805044391,"The energy industry is vital to Alaska’s economy. Increasing production taxes, especially now, would be devastating.",CA,,,
382,id749723795857804,"The oil industry has shaped Alaska’s past, and is critical to our future.",SA,,,
383,id759544928114872,Energy is the cornerstone of Alaska’s economy; the current tax structure keeps us competitive.,CA,,,
384,id880497412474741,Alaska depends on the oil industry to fund essential services. Ballot Measure 1 threatens those funds—and our future.,CA,,,
385,id851408592034410,The ConocoPhillips SPIRIT of Conservation program is seeking grant proposals through June 18.,,,,
386,id261628111596280,The New Mexico Primary is just a week away. Remember to make your voice heard June 2. Join Power in Cooperation for easy access to comprehensive election information and resources.,,,,
387,id907175739783633,Need information about the upcoming primary? Join Power in Cooperation for free access to our comprehensive election dashboard.,,,,
388,id652382992275073,The North Dakota Primary is just a week away. Remember to make your voice heard June 9th. Join Power in Cooperation for easy access to comprehensive election information and resources.,,,,
389,id560540077977416,The West Virginia Primary is just a week away. Remember to make your voice heard June 9th. Join Power in Cooperation for easy access to comprehensive election information and resources.,,,,
390,id734933000609948,The Pennsylvania Primary is just a week away. Remember to make your voice heard June 2. Join Power in Cooperation for easy access to comprehensive election information and resources.,,,,
391,id1489980867846853,The Montana Primary is just a week away. Remember to make your voice heard June 2. Join Power in Cooperation for easy access to comprehensive election information and resources.,,,,
392,id272963540745006,The Indiana Primary is just a week away. Remember to make your voice heard June 2. Join Power in Cooperation for easy access to comprehensive election information and resources.,,,,
393,id550859552227860,"For over 40 years, we’ve invested in Alaska, contributing to the economy and its future.",CA,,,
394,id590205251708044,Energy development strengthens communities and the economy. Let’s keep moving forward!,CA,,,
395,id159003605201225,"Exploration, planning and construction — all mean hundreds of jobs for Alaskans.",CB,,,
396,id201611251146384,Alaska’s energy renaissance fuels economic growth with minimal environmental impact.,CA,,,
397,id213379866385001,"North Dakota’s energy resources are important to our state’s economy. But the benefits go beyond revenue. They provide local jobs and help local communities in countless ways. With new technology and innovation, we don’t have to choose between providing jobs or protecting the environment — we can do both.",CA,CB,GA,
398,id453412852018548,"As America’s 2nd largest producer of natural gas and oil – North Dakota continues to play a significant role in shaping America’s energy future. Join us, and together we can carry on the significant progress made in keeping North Dakota energy strong.",SA,,,
399,id227567618638229,Natural gas and oil play an important role in North Dakota’s economy. Jobs are important — and so is protecting our environment. That’s why we are responsibly delivering energy while supporting economic development.  We don’t have to choose between protecting jobs or the environment; we can have both.,CA,CB,,
400,id532613334035001,The upcoming primary is your first opportunity to make your voice heard. Get out and vote.,,,,
401,id128665181885082,Support a strong vision for America’s energy future. Vote on Super Tuesday!,,,,
402,id187122189247422,Super Tuesday is almost here - get to know your candidates and make your voice heard!,,,,
403,id194623778273226,"The U.S. is now the world’s leading energy producer and our greenhouse gas emissions are at the lowest level in a generation. American leadership in energy comes with a responsibility to protect the environment — we can fulfill that responsibility, while also meeting demand.",SA,GA,,
404,id206373454082063,"Between 2000-2016, the natural gas and oil industry invested $108 billion on new technologies to mitigate greenhouse gas emissions — and U.S. emissions are at their lowest level in a generation. We must continue working together, to develop climate-related solutions that will protect the environment for future generations while producing the energy we need.",GA,,,
