,id,ad_creative_body,Typology 1,Typology 2,Typology 3,Typology 4
192,id576885502928829,"Consider the facts about Alaska and the impact the oil and gas industry has on the state. When you do, it becomes clear: the industry is important to Alaska and Alaskans.",CA,CB,,
193,id514144516161707,"Why are you part of OneALASKA? Share your story in the comments or by submitting it on our site and you could be featured on our page!

https://www.onealaska.com/standing-together",,,,
194,id227061558350494,LIKE if you support Alaska oil & gas jobs!,CB,,,
195,id1089238204802585,LIKE if you agree oil and gas companies support Alaska small businesses!,CA,CB,,
196,id549899365652620,LIKE if you support oil & gas jobs in Alaska!,CB,,,
197,id515752612441798,LIKE OneALASKA if you support jobs for Alaskans!,CB,,,
198,id543337706311577,"Want to help us protect Alaska's jobs, economy and future? You can by liking OneALASKA and learning more about what we're standing for.",CA,CB,,
199,id629463004280543,Alaskans will decide an issue this year that affects Alaska's economic future. Everyone needs to consider the facts before deciding where they stand.,CA,CB,,
200,id260136208515435,"Did you know that natural gas delivers reliable, affordable energy while supporting your clean energy future?",GC,PA,,
201,id246785359974259,"Your clean energy future is here with today’s natural gas—supporting the growth of wind, solar, and renewable natural gas.",GC,PA,,
202,id3365676260188589,"There is no doubt that fracking has transformed our world and has allowed companies to produce more oil and natural gas than ever before. 

But what would happen if there was a ban on the activity?",SA,PA,GC,PB
203,id332121254507912,Pipelines are the safest and most efficient method of transporting the oil and natural gas that we rely on every day. But what if there were no pipelines...,PA,GA,SA,
204,id2685590275046080,Enter now to win the perfect Christmas gift–a free Yeti Roadie cooler–and support Texas oil and natural gas!,,,,
205,id316709392883538,Enter now to win a free Yeti cooler and support Texas oil and natural gas!,,,,
206,id616873279029346,🗣Enter now to win a free Yeti cooler and support Texas oil and natural gas!,,,,
207,id223630798896724,"With more women than ever before choosing careers in oil and natural gas, this may be the new face of oilfield roughnecks.",CB,,,
208,id294094771819159,"In recent years, 46% of new jobs in the oil and natural gas industry went to women, and that number is only expected to increase.",CB,,,
209,id289378232348694,We want to hear from you! Let us know why you support oil and natural!,,,,
210,id636185513770846,"Pipelines are treated with a special coating that is resistant to high temperatures and protects the pipe from corrosion, providing a safe and efficient mode of transportation for Texas energy resources.",PA,,,
211,id201577261232278,Rigorous pipeline safety programs and oversight ensure the safe and reliable transportation and delivery of natural gas across the state.,PA,,,
212,id338212380523776,"The U.S. Pipeline Safety and Hazardous Material Administration (PHMSA) issues minimum safety standards for the design, construction, inspection and operation of natural gas pipelines.",PA,,,
213,id211699609973645,We've just taken off flying a banner around the Permian Basin to thank essential oil and gas workers! Look up and see the names of Texans that support this critical work.,,,,
214,id263623098258665,"Conservation and energy production are not mutually exclusive, and Texas' oil and natural gas industry is taking action to ensure that our state's species and habitats are not adversely affected.",CA,PA,GA,
215,id190988865596772,"Tune in FRIDAY at 4:30pm to our panel conversation on being pro-environment and pro-industry with Benji Backer, President of American Conservation Coalition (ACC), and Matthew Wiltshire, an ACC member and the President of Houston Young Republicans. Both share their unique perspectives on embracing energy while advancing environmental causes.",,,,
216,id955101764944511,"The last few months have proven to be some of the most challenging times we have faced as a nation. Fortunately, the oil and natural gas industry in Texas has stepped up to provide critical assistance to those in need across our state and beyond.",CA,,,
217,id534907323873423,The city of Dallas MUST accept natural gas as a safe and affordable form of energy.,PA,GC,,
218,id274528943700577,"Did you know? By switching from coal to cleaner-burning natural gas for power generation, the United States prevented 2.8 billion metric tons of CO2 emissions between 2005 and 2018. The CECAP is wanting to phase out natural gas.",GC,,,
219,id697863240790368,"Natural gas accounts for nearly 45 percent of the state of Texas’ fuel mix. With the CECAP looking to phase out this source of energy, what would happen to the hundreds of thousands of Texans who rely on natural gas?",PA,,,
220,id2614527498648708,"From production to pipelines and exports to energy policy, we have the experts ready to answer your questions about anything related to oil and natural gas.",,,,
221,id262955001562109,Pipelines are dated at the time they are manufactured and coated with a protective layer.,PA,,,
222,id564641491118832,Don’t judge a pipe by its date or a book by it's cover. Learn more about how pipelines are dated.,PA,,,
223,id3150732998356562,"Pipeline coatings protect pipe from external factors like high stress, UV light and even in the Texas heat.",PA,,,
224,id4460687663956633,Did you know? Pipelines are treated with a special coating – like Fusion Bonded Epoxy – which is resistant to high temperatures and protects the pipe from corrosion.,PA,,,
225,id180917546410814,Pipelines in the Permian Basin play a crucial role in ensuring the safe and efficient delivery of the energy we use every day.,PA,,,
226,id650486332178382,"As we transition to natural gas as our energy source, pipelines continue to be the most environmentally friendly option.",PA,,,
227,id256638405482067,More pipelines in the Permian Basin means less CO2 and other greenhouse gas emissions.,GA,,,
228,id540907793508508,Pipelines are the safest and most efficient way to transport oil and natural gas.,PA,,,
229,id509377423091708,"We are Texans from all across the state who support oil and natural gas. 

Thank you for your continued support!",,,,
230,id199935984640691,Want to have a chance every single month to win a free oil & gas prize? Join our Facebook group to enter our monthly contests!,,,,
231,id613743792507765,"There’s an online community of like-minded Texans for oil & natural gas waiting for you! Join us today for group discussion, giveaways for special prizes and more!",,,,
232,id1087467084986168,Want to enter into a contest to get a FREE prize from us every month? Join our Facebook Group today! The official TNG Facebook group is the only way to enter into these exclusive giveaways!,,,,
233,id216377449479329,"Hear directly from those who have worked and benefited from the natural resources available in the Permian Basin in episode one of our new series, Voices of Texas Oil below ⬇️",SA,CB,CA,
234,id3127849910579872,"Pipelines are good for the Texas economy and have a 99.999% safety record. Sign the pledge, support the Permian Highway Pipeline.",CA,CB,PA,
235,id473918299970399,"Pipelines are good for the Texas economy, improve air quality, and have a 99.999% safety record. Sign the pledge, support the Permian Highway Pipeline.",CA,CB,PA,
236,id1037807713242629,"🚨ATTENTION PIPELINE SUPPORTER 🚨
We need your help to combat fake news being spread about the Permian Highway Pipeline. Can you help out? If so, click Send Message below and help support the Texas economy.",,,,
237,id114252370013314,"🚨ATTENTION PIPELINE SUPPORTER 🚨
We need your help to combat fake news being spread about the Permian Highway Pipeline. Are you willing to write a letter to the editor? If so, click Send Message below and help support the Texas economy.",,,,
238,id1544773085674283,"🚨ATTENTION PIPELINE SUPPORTER 🚨
We need your help to combat fake news being spread about the Permian Highway Pipeline. Are you willing to attend an in-person event? If so, click Send Message below and help support the Texas economy.",,,,
239,id573113716575978,ATTENTION HAYS COUNTY: Don't let your County officials block pipeline construction in Texas! Click below to send your County officials an email and show that you support Texas pipelines!,,,,
240,id509552129667940,🚨HAYS COUNTY🚨: Your County officials are considering using taxpayer dollars to fund a lawsuit aiming to block the Permian Highway Pipeline! Send your officials an email today to tell them you support Texas pipelines and all the benefits they bring!,,,,
241,id465007054147739,"Introducing… THE CRUDE CREW! Keeping the world moving using the power of oil & natural gas, especially your friends with electric cars! Watch their new commercial now:",PA,,,
242,id467056344269251,The Transportation & Climate Initiative will help reduce NY’s #1 source of emissions – and let the economy thrive.,GA,,,
243,id343908773386168,Read our op-ed in The Providence Journal on how #TCI protects the economy and the environment at the same time.,GA,,,
244,id310254166943926,Businesses agree: PA doesn’t have to choose between the environment and economy. RGGI solves for both.,GA,,,
245,id326831498645079,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for NY.",GA,,,
246,id770533327056555,TCI is a carbon price on transportation. It’s a smart way to grow the economy and reduce emissions at the same time.,GA,,,
247,id1008153822931420,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for NJ.",GA,,,
248,id629296714279418,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for VA.",GA,,,
249,id2726370844289573,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for MA.",GA,,,
250,id377806390064404,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for CT.",GA,,,
251,id403670507300840,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for RI.",GA,,,
252,id361394491907894,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for MD.",GA,,,
253,id362885731756603,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for DE.",GA,,,
254,id327792575094720,"Why advocate for carbon pricing? Because it’s good for the people of Illinois, good for business, and good for the planet.",GA,,,
255,id353022199070989,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs DE needs right now.",GA,,,
256,id1243820179330687,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs MD needs right now.",GA,,,
257,id3874846962544318,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs RI needs right now.",GA,,,
258,id789875238444403,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs MA needs right now.",GA,,,
259,id826527204822223,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs CT needs right now.",GA,,,
260,id431157951179851,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs NJ needs right now.",GA,,,
261,id357722765319809,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs VA needs right now.",GA,,,
262,id316962216270055,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs NY needs right now.",GA,,,
263,id250728292602450,"America needs a model for carbon pricing. It can start in VA. Let’s
make the Transportation and Climate Initiative law.",GA,,,
264,id513048996021706,America needs a model for carbon pricing. It can start in CT. Read our op-ed.,GA,,,
265,id227537708427665,America needs a model for carbon pricing. PA can help. Read our op-ed on the Regional Greenhouse Gas Initiative.,GA,,,
266,id385038962793138,"We take immense pride in being good stewards of the environment and reducing our footprint, a practice we have incorporated into our daily operations for more than 10 years. 
Our commitments include protecting and preserving the environment, conserving our country’s natural resources as we conduct our business, and reducing emissions throughout our operations.
Learn more about our environmental management practices: https://energytransfer.com/emissions-innovation/",GA,,,
267,id1718117671679453,"The Pennsylvania Game Commission recently approved the expansion of game lands in the Commonwealth by 229 acres made possible by a donation from Energy Transfer’s wholly owned subsidiary, Regency Marcellus Gas Gathering, LLC.

Blog Post: https://energytransferfacts.com/blog/newly-donated-land-becomes-protected-habitat-in-pennsylvania/

#Conservation #Pipelines #Habitat",CA,,,
268,id3458999957527638,"“Growing up next to the Marcus Hook facility and now living with my family in Aston, our relationships with Aston Township Fire and the other local departments mean a lot to me,” said Joe McGinn, Vice President, Public Affairs at Energy Transfer. “We are honored to maintain a close partnership with Chief Evans and the team, and to show support through monetary grants, volunteer support and trainings.” 

Last Friday, Energy Transfer representatives toured the construction site of Aston Twp. Fire Dept.'s new state-of-the-art facility, and presented a $44,014.80 grant for new equipment.

“Between rising operations costs and having to cancel our primary fundraisers this year due to the pandemic, our fire department is essentially ‘breaking even,’” said Aston Township Fire Chief Mike Evans. “This grant from Energy Transfer, along with grants from Aston Township and the state of Pennsylvania, came at the perfect time and will allow us to better serve our community as we work to build a new, state-of-the-art facility.”
@astontwpfd

#EnergyTransfer #MarinerEast2 #Pipelines #Donate #GivingBack #ETcares #MarcusHook #FirstResponders #Firefighters #Sponsor #GoodNews #OilandGas #Energy",CA,,,
269,id3364837946937820,Mariner East supports local labor unions by working with skilled union craftsmen & women.,CB,,,
270,id2768860596730221,Mariner East supports PA labor unions by working with skilled union craftsmen & women.,CB,,,
271,id1042196642921573,"Across PA, Mariner East supports family-sustaining opportunities for skilled laborers.",CB,,,
272,id3515502558539014,The Marcus Hook Industrial Complex is fueling Delco's economic prosperity.,CA,CB,,
273,id2790326584546595,Propane stored and processed at MHIC is used to make essential items like hand sanitizer.,PB,,,
274,id688824141739020,Horizontal directional drilling is a safe and common pipeline installation technology.,,,,
275,id805024466991977,"When pipeline construction is complete, we restore land to its original state or better.",GA,,,
276,id1037903153300249,Local skilled union workers receive robust training to ensure our pipelines are constructed safely,PA,,,
277,id788410868604376,Propane stored and processed in PA is used to make essential items like hand sanitizer.,PB,,,
278,id390480188788315,Local skilled union workers receive robust training to ensure our pipelines are constructed safely.,PA,,,
279,id702426883952405,We are committed to safe operations and construction of Mariner East at all times.,PA,CB,,
280,id983003708873564,Skilled workers are committed to safe operations and construction of Mariner East at all times.,PA,CB,,
281,id665427494095018,The Marcus Hook Industrial Complex is lowering CO2 emissions & bettering PA’s environment.,GA,,,
282,id802573033834587,Public safety comes first. We continuously train and support first responders in communities along our pipelines.,,,,
283,id706042303335686,Skilled union workers are committed to safe operations and construction of Mariner East at all times.,PA,CB,,
284,id762970811126553,"#FACT:
99.98% of the Dakota Access Pipeline is installed on privately owned property in North Dakota, South Dakota, Iowa, and Illinois. Landowners were paid for the easement and can continue to use the land for farming and ranching.
The pipeline does not enter the Standing Rock Sioux reservation.

Learn more: https://daplpipelinefacts.com/

#DAPL #DakotaAccess #Pipelines #DAPLfacts #EnergyTransfer #Pipelinefacts #Oil",,,,
285,id1022787421486554,"#FACT: We believe that meaningful consultation and ongoing communications with all stakeholders are key to environmentally responsible energy infrastructure.

These collaborative relationships enable us to meet our country's energy needs, promote economic prosperity, and foster America's energy independence.

To learn more facts visit: https://daplpipelinefacts.com/The-Facts.html

#DAPL #DakotaAccess #Pipelines #Oil #Community #Respect #SocialResponsibility",PA,SA,CA,
286,id324206988775767,"GET THE FACTS: Regarding our work at Shoen Road in Chester County, both the Pennsylvania DEP and the local water supplier have confirmed that drinking water has NOT been impacted. Read more: https://bit.ly/3iL7yDJ",,,,
287,id360780634910724,"#FACT: The Standing Rock Sioux Tribe's new water intake is more than 75 miles away from the Dakota Access Pipeline route across Lake Oahe.

But rail lines that can transport crude oil cross the Tribe's reservation and Lake Oahe only two miles upstream of the Tribe's new water intake.

Learn more facts at:  https://daplpipelinefacts.com/The-Facts.html

#DAPL #DakotaAccess #Pipeline #Facts #DAPLalternativeFacts #Bakken #Oil",,,,
288,id676837623179128,"#FACT
There are twelve other pipeline crossings along the Missouri River north of the Dakota Access Pipeline.

Learn more:  https://daplpipelinefacts.com/The-Facts.html
 
Around Lake Oahe, DAPL tracks both the Northern Border Gas Pipelines and an existing overhead utility line.  

Dakota Access chose this route because these locations had been disturbed in the past – both above and below ground level – making it a ‘brownfield crossing location.’  This made it less likely, then, that new ground disturbances would harm intact cultural or tribal features. 

#DAPL #DakotaAccess #Pipeline #Bakken #Truth #DAPLalternativeFacts",,,,
289,id1241716629505173,"The #DakotaAccess #Pipeline has been safely operating since June of 2017 and, contrary to some reports, no groundwater has been impacted in any of the four states through which it passes.

#DAPL #Facts #DakotaAccessPipeline #DAPLalternativeFacts",,,,
290,id770997703709219,"#FACT: The Dakota Access Pipeline conducted cultural surveys and adjusted the route 140 times in North Dakota alone to avoid potentially historic sites.

During the preliminary surveys in 2014, we invited input from the Tribe’s Historic Preservation Officer and sent her the centerline files to review. We never received a response.

Learn more: https://daplpipelinefacts.com/The-Facts.html

#DAPL #DakotaAccess #Pipeline #Facts",,,,
291,id751293088972159,"The U.S. Army Corps of Engineers had hundreds of contacts with dozens of tribes while the #DakotaAccess project was reviewed. 

More facts: https://daplpipelinefacts.com/The-Facts.html

The Corps made dozens of attempts to consult the Standing Rock Sioux Tribe to discuss archaeological and other surveys before finalizing the pipeline route. 

The Corps did receive responses from other tribes and the North Dakota's State Historic Preservation Officer (SHPO).

#DAPL #DakotaAccessPipeline #DAPLfacts #EnergyTransfer #Facts",,,,
292,id224893002031360,"#FACT
There have been no spills on the pipeline’s 1,200 miles of underground mainline pipe, which includes the Lake Oahe crossing and all other water bodies. 
There were a few small incidents that occurred on our property of which the largest was less than 2 barrels, all of which were immediately contained and fully remediated.

https://daplpipelinefacts.com/The-Facts.html

#DAPL #DakotaAccessPipeline",PA,,,
293,id2726853344210203,"#FACT
The #DakotaAccessPipeline does not encroach or cross any land owned by the Standing Rock Sioux Tribe.
By contrast, rail lines that can transport crude oil from wells owned by Native American tribes currently cross the Standing Rock reservation without objection.

https://daplpipelinefacts.com/The-Facts.html",,,,
294,id285255272928317,"#FACT
The #DakotaAccessPipeline adhered to all federal, state, and local laws and regulations. All told, more than 1,000 certificates, permits and approvals were granted for the pipeline -- that's about one permit or approval for every mile of pipeline.

https://daplpipelinefacts.com/The-Facts.html",,,,
295,id1028974037556316,"Energy Transfer proudly supports first responders and the important work they do in our communities. We are happy to sponsor the Suffield Township Fire Department in Portage County, Ohio with $15,793 toward the purchase of new sets of protective turnout gear.

#EnergyTransfer #GivingBack #Pipelines #OilandGas",CA,,,
296,id602493040671857,"Multiple elected officials, industry groups and unions came out in opposition to today's decision by the U.S. District Court regarding the Dakota Access Pipeline. Read a collection of their statements in our latest blog post.

https://energytransferfacts.com/blog/responses-to-dakota-access-pipeline-decision/

#DakotaAccessPipeline #DAPL #DakotaAccess #Pipelines #NorthDaktoa #Oil #Pipeline #Blog #EnergyNews #MediaStatement #Facts #EnergyTransfer",,,,
297,id606358826643976,"America will move tomorrow because of the oil and gas produced today. Dakota Access Pipeline is proud to stand alongside the more than 14,000 oil and gas workers in Illinois who work in the production fields, along the pipelines, and in the Illinois refineries. We are helping provide the energy that makes our economy strong, and our communities stronger.",PA,,,
298,id2603811789839043,"The Dakota Access Pipeline is currently moving approximately half of the Bakken’s oil output per day. Optimizing the existing pipeline by adding horsepower will help allow for further development in the Bakken, economic growth in North Dakota, and the stabilization of costs for the industry and consumers.

#DAPL #DakotaAccess #SupportDAPL #NorthDakota #Bakken #Oil #Pipelines #DakotaAccessPipeline",CA,PA,,
299,id2694869447395968,"With a population of nearly 13 million people, the state of Illinois is an important economic hub in the Midwest. But what most residents don’t realize is that Illinois plays a critical role in our nation’s energy security. Illinois leads the Midwest in refining capacity and is home to the Patoka Terminal, one of the busiest crude oil storage hubs in the region. 

The Patoka Terminal is a crossroads for pipelines in southern Illinois where crude oil is stored and then delivered to refineries where it is transformed into gasoline, propane, and other usable energy by-products.",SA,,,
300,id720674165366214,"At Energy Transfer, we believe in fostering a culture of trust and respect within our organization, and with whom we do business. We listen to, and understand, stakeholder' concerns while negotiating honestly and in good faith. #EnergyTransfer #DoingItRight",,,,
301,id550918038916436,"At Energy Transfer, we are committed to being a good neighbor and business partner in the communities in which we operate.
That means supporting many types of organizations, causes and local initiatives across the 38 states through both direct donations and our employee volunteer program. These commitments are held as fundamental core values and are an integral part of who we are as a corporate citizen. #EnergyTransfer #DoingItRight #ETcares",CA,,,
302,id739983376753048,We are #Committed2PA by supporting first responders & health care workers on the front lines who keep our communities safe.,CA,,,
303,id283203969400293,"Energy Transfer is #Committed2PA by safely transporting ethane & propane, the building blocks of essential medical supplies.",PB,,,
304,id297355285003782,Energy Transfer is #Committed2PA by supporting first responders & health care workers who help keep our communities safe.,CA,,,
305,id1443564139149965,"We are #Committed2PA by safely transporting NGLs, including ethane & propane, the building blocks of essential medical supplies.",PB,,,
306,id262264014839491,"Energy Transfer is committed to protecting and preserving the environment and to conserving our country's natural resources as we conduct our business. We are committed to using our resources responsibly and efficiently, and to reducing emissions throughout our operations. #EnergyTransfer #DoingItRight",GA,,,
307,id543087839695737,"At Energy Transfer, we understand the importance of moving our industry forward with a keen eye to embracing technology that not only reduces emissions, but helps us to operate more efficiently. #EnergyTransfer #DoingItRight",GA,,,
308,id2311689399140590,"Energy Transfer has long-standing commitments to the safety of people, the environment, and our property and assets. We do this not just because it makes good business sense, but also because it's the right thing to do.

#EnergyTransfer #DoingItRight",PA,,,
309,id2453078014795259,Energy Transfer has expanded measures to keep everyone safe & healthy while delivering the energy used to make critical products.,PB,,,
310,id692071374904991,"Americans rely on safe, efficient infrastructure—from our roads, bridges and railways, to our electrical grid and energy pipelines. America’s oil production will remain critically important as our economy recovers from COVID-19 and the OPEC oversupply. 

Our latest blog post explains why the Dakota Access Pipeline is an important part of the mix, supporting our energy needs and modern way of life.

#DAPL #DakotaAccess #EnergyTransfer",PA,,,
311,id1763799443759232,"Pipeline workers deliver the energy products we rely on, & they are taking extra precautions to keep communities & each other safe.",,,,
312,id177324180170331,"Energy Transfer is proud to move the energy that powers our supply chain, fuels our connections, and makes life-saving medications possible. 

We salute those on the front lines taking care of our families, neighbors and communities.",PB,,,
313,id226511028640370,"Energy Transfer is proud to move the energy that powers our supply chain, fuels our connections, and makes life-saving medications possible. Protective medical gear such as synthetic rubber gloves is made from petroleum that is transported through our underground pipelines. 

We salute those on the front lines taking care of our families, neighbors and communities.",PB,,,
314,id239467337273542,"Energy Transfer is proud to move the energy that powers our supply chain, fuels our connections, and makes life-saving medications possible. Natural gas transported through our underground pipelines heats our homes, fuels our cooking, and is essential in pharmaceutical production.

We salute those on the front lines taking care of our families, neighbors and communities.",PA,PB,,
315,id258421895545113,"Energy Transfer is proud to move the energy that powers our supply chain, fuels our connections, and makes life-saving medical equipment possible.

We salute those on the front lines taking care of our families, neighbors and communities.",PB,,,
316,id274183800283105,"Energy Transfer is proud to move the energy that powers our supply chain, fuels our connections, and makes life-saving medications possible. Isopropyl (“rubbing”) alcohol in hand sanitizers is derived from propane that is transported through our underground pipelines. 

We salute those on the front lines taking care of our families, neighbors and communities.",PB,,,
317,id737389663745686,"Energy Transfer is proud to move the energy that powers our supply chain, fuels our connections, and makes life-saving medications possible. Plastic medical equipment such as MRI machines and heart valves are made from petroleum that is transported through our underground pipelines. 

We salute those on the front lines taking care of our families, neighbors and communities.",PB,,,
318,id888855224858736,"Energy Transfer is proud to move the energy that powers our supply chain, fuels our connections, and makes life-saving medications possible. Protective medical gear such as plastic eyewear is made from petroleum that is transported through our underground pipelines. 

We salute those on the front lines taking care of our families, neighbors and communities.",PB,,,
319,id2395329444097912,"Energy Transfer is proud to move the energy that fuels our supply chain and powers our connections. Natural gas and petroleum transported through our pipelines fuel pharmaceutical manufacturing and are essential reagents and purifiers in the production of life-saving medications.

We salute those on the front lines taking care of our families, neighbors and communities.",PB,,,
320,id2594832934062405,Stay up to date with Mariner East pipeline projects.,,,,
321,id534469640770194,Proud to support our local union workers who are the backbone of our Mariner East 2 pipeline.,CB,,,
322,id710030709767572,Local labor unions benefit from economic opportunities created by the Mariner East 2 pipeline. Find out how.,CA,,,
323,id661013694474521,"Salute our Dallas #HealthcareHeroes 

Energy Transfer will donate $50 to Parkland Foundation’s Public Health Preparedness Fund, up to a total of $100k, for each video expressing thanks to a healthcare professional in your life, to Parkland Hospital, or to the Dallas healthcare community working on the frontlines against the COVID-19 pandemic.",CA,,,
324,id263672311324736,Supporting good-paying jobs for local union workers in PA. Find out about the Mariner East 2 pipeline.,CB,,,
325,id703445617095905,Stay up to date with our future projects at the Marcus Hook Industrial Complex.,,,,
326,id257433902103910,Proud to support our local union workers who will build future projects at our Marcus Hook Industrial Complex. Stay up to date on the project.,CB,,,
327,id701168423985587,The Marcus Hook Industrial Complex stores and processes clean-burning ethane & propane that create household items we use every day. See the role we play in PA.,PB,PA,GC,
328,id2677612329028628,The transformation from a refinery to a state-of-the-art natural gas liquids energy hub has improved air quality for a better environmental future. Stay up to date on the project.,GC,,,
329,id196270494998326,Mariner East 2 is supporting PA families by expanding the local workforce.,CB,,,
330,id205222973873162,The Mariner East 2 pipeline is creating economic growth and prosperity in Pennsylvania.,CA,CB,,
331,id1008422802885993,Pipelines such as Mariner East 2 are benefitting the PA workforce and bringing businesses to Pennsylvania.,CB,,,
332,id513834879571779,The Mariner East 2 pipeline fuels economic growth and prosperity in Pennsylvania.,CA,CB,,
333,id923754904746230,"Did you know propane is a key component in CDC-recommended hand sanitizers? The Mariner East 2 pipeline helps transport propane throughout PA. 

Learn more: bit.ly/2vUpjNQ #Committed2PA",PB,,,
334,id2529918120579121,Ongoing developments on the Mariner East 2 pipeline and at the Marcus Hook Industrial Complex are helping to revitalize PA communities!,CA,CB,,
335,id515671239150319,Safety is our top priority. Energy Transfer provides specialized pipeline safety training to first responders along the Mariner East 2 route so they can keep communities safe.,PA,,,
336,id2930857576954165,"Pennsylvania consumers need energy infrastructure they can rely on, especially during harsh winter weather. Thanks to pipelines like Mariner East 2, more propane can be delivered to customers across the state to keep their homes warm. #Committed2PA

Read more on our blog: bit.ly/2PtWzC6",PA,,,
337,id521811235114402,"We deliver energy safely throughout Pennsylvania, no matter the weather! Like our page to learn more. →",PA,,,
338,id205471940814174,Like our page to learn about the job-creating Mariner East pipeline! #Committed2PA,CB,,,
339,id3276904479005559,Winter continues & so do energy deliveries throughout Pennsylvania. Like our page to learn more!,PA,,,
340,id789703321515168,Growing jobs AND the economy with Mariner East. Follow us to learn more! #Committed2PA,CB,,,
341,id180529973298830,Like our page to learn how MHIC and Mariner East 2 are growing PA's economy and local workforce. #Committed2PA,CA,CB,,
342,id793648364378562,Developing the Mariner East 2 pipeline and Marcus Hook facility to move affordable energy to consumers like YOU! #Committed2PA,PA,,,
343,id195236381535032,Ongoing projects at MHIC are helping to revitalize Pennsylvania communities. #Committed2PA,CA,,,
344,id606006433290924,The Mariner East 2 pipeline project has boosted revenue for Pennsylvania-based Top’s Diner. #Committed2PA,CA,,,
345,id197693781628379,"Investing in Marcus Hook and Pennsylvania’s workforce … 
Our Marcus Hook Industrial Complex expansion projects will create roughly 1,200 Pennsylvania jobs thanks to a two-year project labor agreement with the Philadelphia Building Trades. We are excited about this next phase of our complex!
.
.
.
.
.
#marinereast2 #energytransfer #naturalgaspipeline #pipelines #naturalgas #oilandgasindustry #naturalgasindustry",CB,,,
346,id468479514103949,"Karolin Jappe, Emergency Manager for McKenzie County in North Dakota, says the Dakota Access Pipeline is the safest way to transport oil. She is confident that the pipeline is operated safely.",PA,,,
347,id481112412766030,"Ron Ness, President of the North Dakota Petroleum Council, says that the Dakota Access Pipeline has set a high standard in North Dakota for pipeline construction, reclamation and community engagement.

#DAPL #DakotaAccess #SupportDAPL #Pipelines #NorthDakota #Petroleum",,,,
348,id835495353529297,Our MHIC facility’s #CO2 emissions are dropping while PA and global emissions growth is slowing. #Committed2PA bit.ly/2TRq4RF,GA,,,
349,id188909929151649,"Fire up your propane ovens, it's 🍕 pizza time!

We deliver propane from our Marcus Hook facility to Pennsylvania energy consumers, including local restaurants who use propane pizza ovens. Local propane helps keep energy costs affordable AND this clean-burning fuel helps improve the environment. Enjoy your slice during this #nationalpizzaweek.
.
.
.
.
.
#pizzatime #pizzalovers #propane #marinereast2 #naturalgas #naturalgaspipeline #energytransfer",PA,,,
350,id1098584400473063,"Get the facts about emergency planning and public awareness for Mariner East 2 pipeline. → ow.ly/b4bk50xTY5t

#MarinerEast2 #Pipelines #Facts #MarinerFacts #PipelineSafety #SafetyEducation #PublicAwareness",,,,
351,id497763627596836,"Moving energy no matter the weather…

Our Mariner East 2 pipeline is buried beneath this snow- covered farm land and transporting natural gas liquids (NGLs) like #propane safely to keep you warm in cold winter temperatures. Click on the link in our bio to learn how we are #committed2pA through safe pipeline development → .
.
.
.
.
#marinereast2 #energytransfer #naturalgaspipeline #pipelines #naturalgas #oilandgasindustry #naturalgasindustry #pipelinerow #pipeliner #pipelinelife #winterpipeline",PA,,,
352,id2756971574369458,Trucks at our Marcus Hook facility are transporting propane to PA and keeping energy costs low this winter. #Committed2PA,PA,,,
353,id2627250544037772,"""My art is the art of flight.” –Travis Rice, professional snowboarder

It’s national learn to ski and #snowboard month and snowboarders are ready to hit the slopes! 
Items like safety helmets, snowboarding gear and even snowboards are made from natural gas liquid (NGL) byproducts that are transported by our Mariner East 2 pipeline.
.
.
.
.
.
#snowboarder #snowboardingseason #snowboardingtime #snowboarderslife #snowboards #snow #snowsports #marinereast2 #pipeline #committed2pa #energytransfer",,,,
354,id2450264445186345,We're helping PA #smallbiz like Top’s Diner grow customers and revenue by developing the Mariner East 2 pipeline. #Committed2PA,CA,,,
355,id528973137716294,"Energy Transfer's $306K+ donation helped fund an accessible playground in Aston Township, PA. #Committed2PA bit.ly/36sEXgt",CA,,,
356,id403719997076408,VIDEO: Our Mariner East 2 pipeline work increased customers and revenue for Pennsylvania-based Top’s Diner. #Committed2PA,CA,,,
357,id705409896777110,We can help you find Georgia’s official voting guidelines for the Senate runoffs. Confirm your details today!,,,,
358,id147194093550035,Find Georgia’s official voting guidelines for the Senate runoffs. Every vote counts. Confirm your details today!,,,,
