,id,ad_creative_body,Typology 1,Typology 2,Typology 3,Typology 4
168,id1089238204802585,LIKE if you agree oil and gas companies support Alaska small businesses!,CA,CB,,
169,id389176818790394,"With the days ticking down, it’s critical that all ballots, including those sent by mail this year, are counted! If you’re mailing in your ballot, make sure your ballot is returned correctly. Learn more about your state’s specific deadlines at https://bit.ly/2Ivmh8K!",,,,
170,id1030984670597188,"This is Esmel. He’s a community organizer helping community leaders, residents, and small businesses understand what natural gas and oil make possible. #SOAE2020 #EnergyForProgress",PA,,,
171,id693320537953473,"An independent economic analysis of Ballot Measure 1 concluded it is likely to have a devastating impact on oil and gas investment in Alaska at current prices, and is unsustainable in the long term. Learn more:  
https://bit.ly/2ZOg3GV",CA,,,
172,id2715500551894991,Fracking has been used in New Mexico for 50+ years without a single case of groundwater contamination.,PA,,,
173,id1109248762800768,Streamlining NEPA’s burdensome review process could create a building boom that serves as a stimulus for our economy and put thousands of middle-class Americans to work revitalizing our nation’s infrastructure.,CA,CB,,
174,id1811312612377535,"Regardless of the weather, you can rely on your #natgas utility to provide reliable #energy.",PA,,,
175,id2534352983308815,"From landscaping yards to excavating construction sites, get the job done safely the first time. Find out how in Westbrook.",,,,
176,id355759398756667,How Can Wind Energy Help You and Your Community? Learn how wind helps rural communities at https://consumerenergyalliance.org/wind-energy-initiative/,GA,,,
177,id675686343087713,We’re proud to play a role through our Enbridge Gas utility in cutting 40K tonnes of emissions annually through this unique investment: http://ow.ly/9lWA50BWTaT.,,,,
178,id2684266911659106,POLL: Do you support increasing access to America's vast offshore energy resources?,,,,
179,id229908884831081,We’re giving away free stickers to 5 lucky followers! All you have to do is follow our page to be eligible.,,,,
180,id312030726716160,"#Pipelines help create jobs in many different industries, helping Americans support their families.",CB,,,
181,id544307089615537,"American businesses depend on #natgas — America’s abundant, affordable and reliable #energy source. Learn more: http://bit.ly/natural-gas_good-for-business",PA,,,
182,id193461995300088,“Allowing Line 3 to proceed is the best way to protect the environment in Minnesota and beyond.”,PA,,,
183,id758481468034185,"With the days ticking down, it’s critical that all ballots, including those sent by mail this year, are counted! If you’re mailing in your ballot, make sure your ballot is returned correctly. Learn more about your state’s specific deadlines at https://bit.ly/3nYC5kHI!",,,,
184,id2722362144713440,Alaska's oil and gas industry is our state's single largest economic engine. Watch this bite-sized video to learn how direct oil and gas industry jobs ripple throughout the Last Frontier.,CA,CB,,
185,id923754904746230,"Did you know propane is a key component in CDC-recommended hand sanitizers? The Mariner East 2 pipeline helps transport propane throughout PA. 

Learn more: bit.ly/2vUpjNQ #Committed2PA",PB,,,
186,id324206988775767,"GET THE FACTS: Regarding our work at Shoen Road in Chester County, both the Pennsylvania DEP and the local water supplier have confirmed that drinking water has NOT been impacted. Read more: https://bit.ly/3iL7yDJ",,,,
187,id246809349731354,American energy jobs are essential to our energy security. Tell Governor Polis to do what’s best for our country and for Colorado. We must keep fighting for American energy jobs.,CB,SA,,
188,id597146777830639,WATCH NOW: Williams is committing up to $400 million to leading our clean energy future through solar investment.,GA,GC,,
189,id649062125635758,Michigan’s local energy providers are in the top 20 nationally when it comes to efficiency and customer savings. That’s a win for all Michiganders! Learn more and SHARE if you agree!,PA,,,
190,id689912124987348,"With so many families reliant on natural gas, it’s more important than ever to make sure we have this infrastructure up-to-date, learn more about what Virginia is doing to help its residents save on energy!",PA,,,
191,id606358826643976,"America will move tomorrow because of the oil and gas produced today. Dakota Access Pipeline is proud to stand alongside the more than 14,000 oil and gas workers in Illinois who work in the production fields, along the pipelines, and in the Illinois refineries. We are helping provide the energy that makes our economy strong, and our communities stronger.",PA,,,
192,id518776438767607,Stay informed. Stay Safe. Texas Strong. Important Covid-19 Resources For Industry And Texans,,,,
193,id3079984812095365,"Our latest blog post takes a closer look at how electric rates are determined, who’s in charge of setting them, and how rate increases benefit Michiganders by funding critical updates to our electric grid. Read more on the AMP blog: https://bit.ly/2Yhg58v",,,,
194,id126684295320915,"The climate is changing. And Colorado’s oil and natural gas industry is part of the solution. We are cutting emissions, restoring the land after drilling, and reducing our impact. Learn more about our commitment:",GC,,,
195,id350082156175590,"🚨 🚨 Energy costs could SKYROCKET in low-income communities! 🚨 🚨 
Tell John Zaragoza to leave our energy costs alone!",PA,,,
196,id285255272928317,"#FACT
The #DakotaAccessPipeline adhered to all federal, state, and local laws and regulations. All told, more than 1,000 certificates, permits and approvals were granted for the pipeline -- that's about one permit or approval for every mile of pipeline.

https://daplpipelinefacts.com/The-Facts.html",,,,
197,id666678517240418,"By harnessing domestic energy, the U.S. can pursue a foreign policy agenda from a position of strength rather than making decisions based on our energy needs. 

Learn more and see why we must #SupportEnergyIndependence: https://www.cred.org/securing-americas-energy-future/",SA,,,
198,id279467483457295,You might be surprised to learn how much green energy still uses fossil fuels. Join our “Planet of the Humans” Watch Party to learn more.,,,,
199,id707059729885013,"On the path to clean energy we are pursuing additional opportunities with renewable natural gas and solar as we prepare for future breakthrough technologies in carbon capture, synthetic gas and hydrogen as a fuel source. Read more about our climate commitment. #cleanenergyfuture",GC,GA,,
200,id261090515277331,"Have you considered what Michigan would do without Line 5? Are you ready to put 2,000 more trucks onto the road or 800 more railcars through our communities? How about losing $5.4 BILLION in economic output? Find out if it’s worth it here:",CA,,,
201,id200389521272821,"The U.S. is the world’s leading producer and now a net energy exporter – reducing energy poverty, lowering global emissions, raising standards of living, and supporting the uptake of renewable energy.",SA,GA,PA,
202,id226511028640370,"Energy Transfer is proud to move the energy that powers our supply chain, fuels our connections, and makes life-saving medications possible. Protective medical gear such as synthetic rubber gloves is made from petroleum that is transported through our underground pipelines. 

We salute those on the front lines taking care of our families, neighbors and communities.",PB,,,
203,id377496479948454,"The oil and gas industry is THE engine that powers America’s economy. Help us make sure ineffective, unnecessary regulations don’t slow energy growth!",CA,,,
204,id401262534608394,"As a voter and member of Alaska’s energy sector, you have a significant role in the direction of U.S. energy policy by electing the leaders responsible for developing and overseeing the rules and regulations which impact our industry. We’re here to help with tools and information about the upcoming election.",,,,
205,id410914669796734,"With no local crude oil supply, Minnesota needs Line 3.
Crude oil produces gas & refined products like diesel, jet fuel, asphalt & more.",PB,PA,,
206,id598082437533294,"With so much uncertainty right now, knowing you can pay your bills and support your family is vital. Change is beneficial but we must ensure that our energy supplies continue to be reliable, affordable and resilient. Visit https://consumerenergyalliance.org/2020/07/emerging-from-covid-19-reliable-reasonable-and-resilient-energy-is-essential-for-new-york/ to learn more. #PoweringPeople",PA,,,
207,id332121254507912,Pipelines are the safest and most efficient method of transporting the oil and natural gas that we rely on every day. But what if there were no pipelines...,PA,GA,SA,
208,id345118583418574,Have you decided to vote early or in person on November 3rd? Make sure you have everything you need before you head to the polls. Learn more at https://bit.ly/3o6ywJx.,,,,
209,id661013694474521,"Salute our Dallas #HealthcareHeroes 

Energy Transfer will donate $50 to Parkland Foundation’s Public Health Preparedness Fund, up to a total of $100k, for each video expressing thanks to a healthcare professional in your life, to Parkland Hospital, or to the Dallas healthcare community working on the frontlines against the COVID-19 pandemic.",CA,,,
210,id508730972965344,"The natural gas and oil industry powers progress in Aurora, CO. #EnergyForProgress #SOAE2020",PA,,,
211,id498124437565355,"The state’s network of oil pipelines deliver Texas energy in the safest, most reliable and efficient way possible – reducing the need for trucks, decreasing traffic and increasing safety.",PA,,,
212,id560540077977416,The West Virginia Primary is just a week away. Remember to make your voice heard June 9th. Join Power in Cooperation for easy access to comprehensive election information and resources.,,,,
213,id3622156927828595,"Ohio natural gas & oil is more than just a dependable fuel source - #oilandgas is used to make rubber tires, plastic components, & the synthetic fabrics in the seats. 🚌 🚙

Learn more about how Ohio natural gas & oil is essential to life ➡️

#EssentialOhioEnergy",PA,PB,,
214,id1715996181903779,"September 24, 2020, Register for the Free TXOGA Virtual Summit ""Powering Southern Gulf Coast ""

This TXOGA Free Virtual Energy Summit will feature distinguished industry leaders who will discuss the future of the energy landscape in Texas and what is needed for our state to continue in its role as the Energy Capital of the World.",,,,
215,id1241611372855465,#Natgas utilities add one new customer every minute because families like the Wilsons prefer the reliability and efficiency of natural gas. See how natural gas is helping millions of Americans save $$$ on #energy bills:,PA,,,
216,id662904004531521,Williams Rocky Mountain Midstream employs 160 Coloradans with good-paying jobs across the Front Range.,CB,,,
217,id749016205911535,#Natgas utilities like NW Natural are rising to the challenge to support their communities on and off the clock. Comment and tell us how your #natgas utility is rising to the challenge to support your community. #FuelingOurCommunities,,,,
218,id1036756806835241,"Nearly 1 in 3 households in the U.S. report a challenge in paying energy bills or sustaining adequate heating. According to a new report from our energy analysis team, #natgas continues to be the lowest cost #energy option and utilities are working to save Americans even more on their energy bills and increase energy assistance programs to help families. Learn more:",PA,,,
219,id711849266382368,Have you decided to vote early or in person on November 3rd? Make sure you have everything you need before you head to the polls. Learn more at https://bit.ly/350Zmd8.,,,,
220,id182440319832714,Restricting local oil and gas production would hurt the Central Valley’s way of life – through job loss and lower tax revenues for vital public services.,CA,CB,,
221,id927454261026287,"Carbon emission intensity tied to power generation continues to decline as natural gas gains a larger share of electricity generation. 

Read more➡️ https://www.oogeep.org/2020/05/nations-top-environmental-regulator-america-produces-natural-gas-and-oil-in-much-cleaner-fashion-than-rest-of-world/",GC,,,
222,id284194412727321,"Act now for SLO: https://bit.ly/ActForSLO
 
On June 16th, the San Luis Obispo City Council plans to vote on an energy ordinance that would effectively ban the use of natural gas in new buildings. This move could result in higher costs and reduced energy reliability. We, the residents of San Luis Obispo, are asking the city council to pause this vote until our health and economic crisis is over – SLO residents deserve to be able to make their voices heard in person!",PA,,,
223,id132078974750992,Aerial surveillance and ground patrols are part of pipeline operators’ commitment to safety.,PA,,,
224,id300618091245318,"Every day, we're fueling America's clean energy future by safely delivering natural gas across the country.",GC,PA,,
225,id717935919067244,"""This ballot measure is a vicious and dangerous attack on Alaska’s economy, on our way of life and our economic future."" Joe Schierhorn and Jim Jansen, the co-chairmen of KEEP Alaska Competitive, share why it's so important to Vote No on 1 on November 3rd in a recent Fairbanks Daily News-Miner op-ed.

http://www.newsminer.com/opinion/community_perspectives/ballot-measure-1-is-an-attack-on-alaska-not-an-oil-company-battle/article_e1dfdf78-0391-11eb-9ea7-2789ef871351.html",CA,PA,,
226,id515671239150319,Safety is our top priority. Energy Transfer provides specialized pipeline safety training to first responders along the Mariner East 2 route so they can keep communities safe.,PA,,,
227,id272963540745006,The Indiana Primary is just a week away. Remember to make your voice heard June 2. Join Power in Cooperation for easy access to comprehensive election information and resources.,,,,
228,id917221565359442,"From decreased energy costs for families to increased investments in school systems and infrastructure, Americans benefit from the economic growth driven by the U.S. natural gas and oil industry. #SOAE2020 #EnergyForProgress",PA,CA,,
229,id742256302990842,Texas oil and natural gas companies are pioneering technologies and innovations that are reducing emissions. The Green New Deal would stop this progress.,GA,,,
230,id648429065860948,"Americans don’t have to choose between environmental progress and affordable, reliable American energy – and the solid jobs that come with developing our nations resources. #EnergyConversations",PA,GC,CB,
231,id2614527498648708,"From production to pipelines and exports to energy policy, we have the experts ready to answer your questions about anything related to oil and natural gas.",,,,
232,id447829912840304,A federal fracking ban would cause New Mexico to quickly lose billions of dollars in state revenues -- not to mention thousands of jobs.,CA,CB,,
233,id1186261965088339,"We stand together with Alaskans who support a full Permanent Fund dividend. Find out how Ballot Measure 1 stands to threaten the PFD. 

https://bit.ly/2DzT6im

Paid for by ConocoPhillips.",CA,,,
234,id578486166328428,"This is Donnie, President of Mills Marine and Ship Repair and with natural gas and oil, he’s providing career opportunities that change lives forever. #SOAE2020 #EnergyForProgress",CB,,,
235,id357204805399139,"Safety comes first. As a member of North Dakota’s energy sector, you know on-site precautions but what about voting safety? Many states are offering safe alternatives to in-person voting on November 3rd. Join us and learn your options.",,,,
236,id521811235114402,"We deliver energy safely throughout Pennsylvania, no matter the weather! Like our page to learn more. →",PA,,,
237,id2777658365643224,We need smart regulations that work for all Coloradans. Learn more and get the real facts about setbacks: http://ow.ly/h2OS50xSk97,,,,
238,id906792666525205,Energy Citizens is here to help support our nation’s natural gas and oil workforce. Sign up today to stay up-to-date on issues that impact the natural gas and oil industry!,,,,
239,id603485267243170,"“I’ve always had a dream about pursuing a career in the oil and gas industry, but I’ve never had the finances to get me there. This scholarship has gotten me one step closer.” 🏫👩🏼‍🎓

More about OOGEEP’s annual scholarship program ➡️ https://www.oogeep.org/2020/05/oogeep-grants-more-than-50000-in-scholarships-to-ohio-students/",CA,,,
240,id743683643043511,"California’s 55,000 oil and gas workers produce energy under the strictest environmental standards in the world. They work hard to produce reliable and affordable energy for all Californians.",CB,SA,PA,
241,id1643386559118249,See what Michigan’s local energy providers are doing to go green all year long. https://allianceformichiganpower.com/going-green-all-year-long-and-long-into-the-future/,GA,,,
242,id846033409184741,"“¡Para celebrar 100 años de petróleo y gas natural, TXOGA está regalando tarjetas de regalo con valor de $100! 

¡Consiéntase en esta época! Para más información haz click.”",,,,
243,id692071374904991,"Americans rely on safe, efficient infrastructure—from our roads, bridges and railways, to our electrical grid and energy pipelines. America’s oil production will remain critically important as our economy recovers from COVID-19 and the OPEC oversupply. 

Our latest blog post explains why the Dakota Access Pipeline is an important part of the mix, supporting our energy needs and modern way of life.

#DAPL #DakotaAccess #EnergyTransfer",PA,,,
244,id910368106038399,"Alaska early voting begins today, and your vote matters! Visit our Election Resource Center to find the necessary information to make your voice heard.

https://powerincooperation.com/election2020/",,,,
245,id469586977075182,"Texas knows energy, and the energy Texas produces is one of the main reasons America is #1 in the world in oil production. Texas oil strengthens American energy independence.",SA,,,
246,id313876743207091,"Did you become a full time parent, teacher, and chef overnight? There’s already a lot going on right now, why add electrician to the mix? Change is beneficial but we must ensure that our energy supplies continue to be reliable, affordable and resilient. Visit https://consumerenergyalliance.org/2020/07/as-new-jersey-emerges-from-covid-19-energys-role-will-be-essential/ to learn more. #PoweringPeople",PA,,,
247,id617535665594392,"A nationwide ban on natural gas and oil leasing and development could reverse progress toward U.S. energy security, threaten America’s economic growth and cut nearly a million jobs.",PA,CA,CB,
248,id2896592190371721,"We’re invested in renewable energy - including 20 wind farms, 4 solar facilities, 5 waste heat recovery facilities & a geothermal project.",GA,,,
249,id261196108201161,"New Mexico’s rig count is currently at 113. These rigs mean more jobs for New Mexicans and more funding for our schools, infrastructure, and first responders!",CB,CA,,
250,id690525028336333,"Who doesn’t like protections, especially for the environment? The Great Lakes Tunnel will do just that – PROTECT – that means the water, the fish, and other wildlife. Support this project and the environmental protections it provides here:",PA,,,
251,id355114439257487,"Alaska early voting has begun, and your vote matters! Visit our Election Resource Center to find the necessary information to make your voice heard.
https://powerincooperation.com/election2020/",,,,
252,id346961643132187,"We need energy to live—to fuel our vehicles, heat our homes, and power our appliances. Pipelines make it possible.",PA,,,
253,id364428341422618,Thank you to everyone who participated in our summer energy efficiency challenge! Check out our latest blog post to take a look back at the challenge as well as a look ahead to the fall and winter for how to continue practicing smart energy efficiency techniques all year-round. https://bit.ly/3lnq9qA,,,,
254,id676274013157468,"If staying at home includes home improvement projects like planting trees, installing a fence or patio, or anything else requiring digging, make sure you #call811 a few days in advance to have the approximate location of buried utilities marked before breaking ground!",,,,
255,id356991088694216,Many Americans have no idea what powers their home—you might be surprised by the answer.,PA,,,
256,id3169999356444112,"Safety comes first. As a member of New Mexico’s energy sector, you know on-site precautions but what about voting safety? Many states are offering safe alternatives to in-person voting on November 3rd. Join us and learn your options.",,,,
257,id348174219516485,TAKE ACTION TODAY! Contact your local officials and tell them to support Santa Barbara’s economy and increase revenue for local schools and public safety services by approving the temporary trucking permit and restarting ExxonMobil’s Santa Ynez Unit (SYU).,CA,,,
258,id616106222441673,"With so much uncertainty right now, knowing you can pay your bills and support your family is vital. Change is beneficial but we must ensure that our energy supplies continue to be reliable, affordable and resilient. Visit https://consumerenergyalliance.org/2020/07/after-covid-19-lock-down-pennsylvanians-need-affordable-energy-2/ to learn more. #PoweringPeople",PA,,,
259,id404480677234024,"As a voter and member of North Dakota’s energy sector, you have a significant role in the direction of U.S. energy policy by electing the leaders responsible for developing and overseeing the rules and regulations which impact our industry. We’re here to help with tools and information about the upcoming election.",,,,
260,id377806390064404,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for CT.",GA,,,
261,id652382992275073,The North Dakota Primary is just a week away. Remember to make your voice heard June 9th. Join Power in Cooperation for easy access to comprehensive election information and resources.,,,,
262,id1030231620712813,How well do you know drilling? Take the quiz and find out!,,,,
263,id1042196642921573,"Across PA, Mariner East supports family-sustaining opportunities for skilled laborers.",CB,,,
264,id3043256522565224,"In California, we value protecting human rights. Importing more oil from countries with horrible human rights records is not the California way.",,,,
265,id516912808950487,Industry investment in carbon capture technology has kept America at the forefront of decreasing emissions. Sign up to get the wider view:,GA,,,
266,id1463398993817752,NATIONWIDE POLL: Pipelines are an essential part of American infrastructure that we all depend on for affordable energy supplies. Do you support America's pipelines?,PA,,,
267,id534359694086497,"Local oil and gas production helps provide over 55,000 jobs for Californians.",CB,,,
268,id582230632699734,"A politician led energy shutdown in California would force us to import more foreign oil from countries with horrible environmental records. In California, oil and gas is produced under the world's strictest environmental regulations.",SA,,,
269,id792059251574290,Have questions about what’s on your mail in ballot? We’re here to help. Learn more at https://bit.ly/2H5Z5h8.,,,,
270,id225862101836416,"Natural gas is already clean, affordable and efficient—and it’s getting better every day. Learn about how we’re designing new turbines that will make natural gas more efficient than ever before.",PA,,,
271,id353022199070989,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs DE needs right now.",GA,,,
272,id414774185916413,Shutting down local California oil and gas production would further increase our cost of living.,PA,,,
273,id260939958367851,"Employees at a PA petrochemical plant worked ""all day and night for a month straight, producing tens of millions of pounds of the raw materials that will end up in face masks and surgical gowns worn on the front lines of the pandemic."" Read their story: https://wapo.st/3btADQJ",PB,,,
274,id858138788325971,An expert study by the state of #Michigan said moving Line 5 out of the water and into a Tunnel makes the risk of an oil spill in the Straits “virtually zero.”  Build the #GreatLakesTunnel.,PA,,,
275,id335447807498888,An up to 300% increase in production taxes is not sustainable and makes Alaska less competitive.,,,,
276,id138514664233471,"For more than 70 years, Colorado has been one of the largest natural gas producers in the U.S. and a global leader in energy development, thanks to fracking. See the latest fracking studies from governmental organizations, regulators, universities, and nonprofits in Colorado: http://ow.ly/o0xv50yF57D",SA,,,
277,id605820773351846,"Many countries at the forefront of global energy production don’t want America to be energy independent and will do anything to stop it. #SupportEnergyIndependence
 
https://www.forbes.com/sites/steveforbes/2020/04/01/save-americas-oil-and-gas-industry/#6051e7b17d98",SA,,,
278,id543087839695737,"At Energy Transfer, we understand the importance of moving our industry forward with a keen eye to embracing technology that not only reduces emissions, but helps us to operate more efficiently. #EnergyTransfer #DoingItRight",GA,,,
279,id204843794041612,Pipelines help keep fuel affordable for Texans. #pipelines #texasstrong,PA,,,
280,id1149070062141053,"Want to help us protect Alaska's jobs, economy and future? You can by liking OneALASKA and learning more about what we stand for.",CA,CB,,
281,id205222973873162,The Mariner East 2 pipeline is creating economic growth and prosperity in Pennsylvania.,CA,CB,,
282,id384808312695356,"California oil & gas creates over 55,000 good-paying jobs in the Central Valley. Forcing oil & gas production out of the state would disproportionately hurt this region.",CB,,,
283,id969609700217024,{{product.brand}},,,,
284,id332247901221661,"We asked what you like to cook with your #natgas stove or oven, and you answered! Click here to see why so many Americans prefer #CookingWithGas",PA,,,
285,id394335051746054,"Celebrate Arbor Day by planting a tree! 🌱

The Mālama Learning Center is hosting an awesome Arbor Day Giveaway on Saturday, November 7 from 10 a.m. to noon. 🌳 November marks the beginning of the rainy season in Hawai‘i, which is the perfect time to plant a tree! We are happy to be one of the free tree pickup locations. Visit our Kamokila Station at 484 Kamokila Blvd., Kapolei to pick up your plant. 💚

One plant per family, while supplies last. For more info, please email info@malamalearningcenter.org or visit arbordayhawaii.org.",GA,,,
286,id424276688738222,"Mismanaged plastic waste is a concern for our environment. As a founding member of the Alliance to End Plastic Waste, we’re teaming up with other companies to develop safe and scalable solutions.",,,,
287,id192672155240469,"We exist to safely fuel quality of life. In Wisconsin, & right across North America.",PA,,,
288,id2489958047923394,NATIONAL POLL: Do you support America's pipelines?,,,,
289,id239467337273542,"Energy Transfer is proud to move the energy that powers our supply chain, fuels our connections, and makes life-saving medications possible. Natural gas transported through our underground pipelines heats our homes, fuels our cooking, and is essential in pharmaceutical production.

We salute those on the front lines taking care of our families, neighbors and communities.",PA,PB,,
290,id2489113064679876,"Energy Progress Across America: In Red Wing, Minnesota, the natural gas and oil industry contributes $5.1 Billion to the district economy annually. #EnergyForProgress",CA,,,
291,id600753047446660,New Mexico's oil boom is driving economic growth and American energy security! LIKE our page if you're proud to be an energy leader in the United States! 🇺🇸,CA,SA,,
292,id246785359974259,"Your clean energy future is here with today’s natural gas—supporting the growth of wind, solar, and renewable natural gas.",GC,PA,,
293,id702412867001000,Which energy issues matter to you? Click below to tell us now!,,,,
294,id676489576329926,"If you work in natural gas and oil, you know Texan families and businesses depend on each and every person in the supply chain for access to reliable energy. Your vote is no different. Texans and Americans alike are counting on you to cast your vote Tuesday November 3rd.",PA,,,
295,id582912722581647,"Learn how one man’s mission to protect the environment led to a collaboration between environmental groups, the EPA, and natural gas and oil companies. #EarthDay #EarthDayProgress https://bit.ly/2KrJgQ0",GA,,,
296,id192592372102166,"In Colorado, we’re deeply proud of our land. We’re proud of the communities we’ve built on it, proud of its beauty, and proud of the natural resources that power our state. 

Our oil and natural gas industry works to provide clean energy today as we help build a sustainable, reliable energy future.",GC,PA,,
297,id3050290955040161,Tell Congress to extend funding for LIHEAP & help protect vulnerable Michigan households.,,,,
298,id3377618942275754,Have questions about what’s on your mail in ballot? We’re here to help. Learn more at https://bit.ly/354mE1U.,,,,
299,id724713738334590,"“We produce our oil and natural gas in the U.S. in a much cleaner fashion than any other major exporter in the world.” - U.S. EPA Administrator Wheeler 🛢️ 🌎

Read more➡️ https://www.oogeep.org/2020/05/nations-top-environmental-regulator-america-produces-natural-gas-and-oil-in-much-cleaner-fashion-than-rest-of-world/",SA,,,
300,id2526824517535904,"Colorado's oil and natural gas industry maintains some of the strongest energy regulations in the country. 

Our first-in-the-nation regulations go the extra mile to strengthen Colorado communities and provide clean energy today as we help build a sustainable, reliable energy future.",SA,PA,GC,
301,id794234217677515,"We’re invested in renewable energy.
Our Bemidji office is powered by solar energy, as part of a partnership between Native American-owned businesses & Enbridge.",GA,CB,,
302,id323567252382260,"With affordable energy and the re-shoring of manufacturing, Americans have an opportunity to bring jobs home to the jobless and get people back to work.",CB,PA,,
303,id2685590275046080,Enter now to win the perfect Christmas gift–a free Yeti Roadie cooler–and support Texas oil and natural gas!,,,,
304,id1180528995623918,"We’ve pledged $1 million to support schools and emergency
services across our service areas, including Colorado’s Front Range.",CA,,,
305,id523524025232396,"Natural gas and oil power America’s 21st-century economy, strengthen our nation’s security and support U.S. global leadership in reducing greenhouse gases. #EnergyForProgress",CA,SA,,
306,id257433902103910,Proud to support our local union workers who will build future projects at our Marcus Hook Industrial Complex. Stay up to date on the project.,CB,,,
307,id910435066028728,"Independent economist Roger Marks says problematic accounting in Ballot Measure 1 could make Alaska dangerously noncompetitive. 

Read more about the significant impacts it would have on Alaska:
https://www.adn.com/opinions/2020/05/28/taking-stock-of-oil-taxes/

Paid for by ConocoPhillips.",,,,
308,id4460687663956633,Did you know? Pipelines are treated with a special coating – like Fusion Bonded Epoxy – which is resistant to high temperatures and protects the pipe from corrosion.,PA,,,
309,id1147023195693959,Long-term protections for Florida’s coast means our Senators need to start working with the Gulf States. Learn more: https://consumerenergyalliance.org/2020/07/protecting-floridas-environment-while-also-ensuring-energy-security/,,,,
310,id688824141739020,Horizontal directional drilling is a safe and common pipeline installation technology.,,,,
311,id3534466836620894,"A new energy analysis shows that #natgas companies add value to our economy in several ways, from providing affordable and efficient energy to supporting local economies and job creation. Learn more:",CA,CB,PA,
312,id416198633111250,Do you know what industry contributes to the Alaska Permanent Fund? Test your knowledge!,CA,,,
313,id600997180516660,"Did you know 75% of Colorado homes rely on natural gas?  We make your reliable, clean energy happen every day.",PA,GC,,
314,id467056344269251,The Transportation & Climate Initiative will help reduce NY’s #1 source of emissions – and let the economy thrive.,GA,,,
315,id761681394579634,STATEWIDE POLL: Do you support Louisiana’s pipelines?,,,,
316,id670560313561500,Natural gas powers nearly 1/3 of the US. Learn how it's converted into electricity for millions of American homes and businesses.,PA,,,
317,id495044994740298,"New Mexico’s oil and natural gas industry supports the construction of new roads and highways that are crucial to our state’s continued economic growth.

https://www.lifewithoutfracking.com/",CA,,,
318,id2430703010593467,"American energy is helping to revive communities. From coast to coast, natural gas and oil development is energizing economies and improving millions of lives.",CA,,,
319,id365040981215842,Read why Williams employee Roderick Guillory was one of the first to help after Hurricane Laura struck southwest Louisiana: https://wmb.link/hurricane-help,CA,,,
320,id675657723323577,"With over 400,000 Texas jobs supported by the oil and natural gas industry, your vote matters. Visit www.savetexasoilandgas.com to learn more.",CB,,,
321,id1267664080103987,Summer is the perfect time to smarten up your energy use. We encourage you to join us in the AMP Energy Efficiency Challenge and find ways to cut down on wasted energy. Making changes can be as simple as turning off the water while you brush your teeth or unplugging a power strip when it’s not in use. Get started at https://bit.ly/3f90e3j #AMPEnergyEfficiency,,,,
322,id622440455303405,"Authenticity, safety, reliability and responsibility. Our core values guide Williams in fueling our clean energy future.",GC,PA,,
323,id451579942203575,"#Pipeline operators use “smart pig” inspection tools with ultrasonic technology, just like you find at a doctor's office, to scan the pipe walls and proactively look for issues before they become problems",PA,,,
324,id363210504860320,How much do you know about offshore drilling? Test your knowledge today.,,,,
325,id573113716575978,ATTENTION HAYS COUNTY: Don't let your County officials block pipeline construction in Texas! Click below to send your County officials an email and show that you support Texas pipelines!,,,,
326,id347115436367470,"With the days ticking down, it’s critical that all ballots, including those sent by mail this year, are counted! If you’re mailing in your ballot, make sure your ballot is returned correctly. Learn more about your state’s specific deadlines at https://bit.ly/31cax1G!",,,,
327,id388014935517464,"75% of Colorado homes rely on natural gas every day. We make your reliable, clean energy happen.",PA,GC,,
328,id214063779679292,"Local California oil & gas production employs over 55,000 Californians.",CB,,,
329,id1022475528255432,"Do you work in energy? Do you know what to expect if you vote in person this year? Don’t sweat it, we’ve got your back.",,,,
330,id254540672408045,David is proud to support innovative projects like renewable #natgas to help us reach our shared emissions reductions goal. Learn how renewable natural gas is reducing emissions while helping provide for Americans’ energy needs.,GC,,,
331,id835244943651206,"ICYMI: Please join us in saying THANK YOU to all of the hard-working men and women of Colorado’s energy industry for everything they do, in good times and in bad, to power Colorado! #SupportEnergyIndependence

https://www.coga.org/thankyoucard.html",,,,
332,id2891152614271052,"This is Brian, he works at Extraction Oil & Gas, a company committed to responsible energy development in their community. #SOAE2020 #EnergyForProgress",CA,CB,,
333,id1519724881553748,Let’s give our supply chains the energy they need by ensuring we have the fuel to revive our economy post-COVID and beyond.,CA,,,
334,id1281063258918849,Are you registered to vote? Use the campaign tool to confirm your voting information is up to date!,,,,
335,id2718072441641104,Sacramento agencies are restricting local energy production -- risking $300 million in tax revenues for Central Valley first responders and local schools.,,,,
336,id746974912810219,"We work hard to minimize the impact to landowners along the route, to get the job done right, and to let them get back to business.",PA,,,
337,id713639509498152,"Pipelines are critical to producing U.S. energy—but you already knew that, right? Take the quiz today!",PA,,,
338,id280431643114949,The Great Lakes Tunnel won’t cost Michigan taxpayers a dime.  It’s a $500 million private investment from Enbridge in Michigan’s energy future.  Let’s build the #GreatLakesTunnel.,,,,
339,id201577261232278,Rigorous pipeline safety programs and oversight ensure the safe and reliable transportation and delivery of natural gas across the state.,PA,,,
340,id262955001562109,Pipelines are dated at the time they are manufactured and coated with a protective layer.,PA,,,
341,id641416389783062,Energy production creates Colorado jobs and a stronger economy. Stay up to date with all things energy by signing up below.,CA,CB,,
